customer_id,age,gender,region,tenure_months,credit_score,annual_income,num_products,products_held,has_current_account,has_savings_account,has_credit_card,has_mortgage,avg_transaction_value,transaction_frequency,complaints_last_year,days_since_last_login,app_usage_hours,churned,churn_reason
CUST12945,35,Female,South East,119,641,35892.806879736854,3,"Credit Card,Mortgage,Business Account",0,0,1,1,590.2732480376789,13,0,40.77205909427575,2.070505491578138,0,N/A
CUST12946,36,Female,South West,114,682,37619.273746150866,2,"Insurance,Savings Account",0,1,0,0,24.38148523037397,14,0,22.569209172610094,2.6175099974117675,0,N/A
CUST12947,72,Female,South West,225,742,29049.06223304164,5,"Personal Loan,Mortgage,Credit Card,Savings Account,Insurance",0,1,1,1,133.18069656040902,14,0,6.99365606748411,3.3067774958283143,0,N/A
CUST12948,19,Female,South West,40,552,15000.0,4,"Savings Account,Investment,Personal Loan,Business Account",0,1,0,0,192.17698644033402,22,0,6.400964233550095,2.5695277987956526,0,N/A
CUST12949,74,Male,West Midlands,19,608,29095.64737399437,3,"Personal Loan,Mortgage,Current Account",1,0,0,1,384.1274192048517,18,0,13.931812533111692,3.0717237398740025,0,N/A
CUST12950,40,Male,South East,220,836,21959.65867020781,4,"Personal Loan,Business Account,Credit Card,Savings Account",0,1,1,0,196.88840962576506,21,0,4.982668042394244,13.254682697822824,0,N/A
CUST12951,77,Female,Northern Ireland,197,636,23649.955111284078,1,Savings Account,0,1,0,0,223.06809543256117,9,1,45.023576639740014,9.843814411960976,0,N/A
CUST12952,21,Male,North West,135,730,43702.2334634846,3,"Savings Account,Personal Loan,Mortgage",0,1,0,1,276.26474470777094,20,1,22.654487777030724,2.3024574763238164,0,N/A
CUST12953,59,Male,South East,118,566,79221.47189645826,2,"Personal Loan,Current Account",1,0,0,0,116.42656484547871,12,0,4.515910442957429,1.1998419230925834,0,N/A
CUST12954,50,Female,North West,96,482,58568.83173913978,2,"Business Account,Credit Card",0,0,1,0,38.059374665892584,18,0,50.58642212216187,4.666727513968821,0,N/A
CUST12955,72,Male,North West,25,727,20033.030290525796,2,"Credit Card,Mortgage",0,0,1,1,55.05128277447514,23,0,8.445529168215064,1.9856953342866062,0,N/A
CUST12956,39,Male,South East,183,578,60843.87722173813,1,Savings Account,0,1,0,0,33.11256943881589,18,0,33.79594042016419,2.0007480247225597,0,N/A
CUST12957,66,Male,South East,51,675,40850.271098849,4,"Personal Loan,Business Account,Mortgage,Credit Card",0,0,1,1,464.4011402448355,21,0,15.010800922987062,3.9431685732814237,0,N/A
CUST12958,57,Female,North West,120,625,43364.432446154344,4,"Insurance,Savings Account,Credit Card,Business Account",0,1,1,0,36.454722147181606,18,1,12.873862199115473,5.258291696690059,0,N/A
CUST12959,75,Female,Scotland,138,514,42013.72229198762,2,"Personal Loan,Business Account",0,0,0,0,31.517792615594836,9,0,70.5083077227581,7.5721257330032365,0,N/A
CUST12960,29,Female,North West,167,760,25744.41149083536,4,"Business Account,Insurance,Personal Loan,Savings Account",0,1,0,0,194.3151786946901,11,1,10.259594865259354,2.328535708785588,0,N/A
CUST12961,34,Male,East of England,7,601,34906.2195509107,2,"Current Account,Insurance",1,0,0,0,246.61587860392854,20,0,10.729441739790603,3.4865276859955427,0,N/A
CUST12962,56,Female,London,172,806,23229.70697839085,2,"Mortgage,Personal Loan",0,0,0,1,266.0317412800371,31,0,8.858992874808585,8.572088192584872,0,N/A
CUST12963,23,Male,South East,93,605,47133.06422533006,4,"Business Account,Savings Account,Insurance,Credit Card",0,1,1,0,143.3717739032186,22,0,31.018976709872447,7.583085585652154,0,N/A
CUST12964,39,Female,East of England,4,484,55669.28095751576,4,"Personal Loan,Insurance,Business Account,Investment",0,0,0,0,46.478702705693465,16,0,12.852851590112355,6.147102469876301,0,N/A
CUST12965,60,Female,East Midlands,164,545,34744.43880456802,4,"Investment,Personal Loan,Insurance,Current Account",1,0,0,0,107.45655003577338,20,1,38.668942388323764,3.5983422782318275,0,N/A
CUST12966,33,Female,London,13,612,43682.72124856752,3,"Credit Card,Mortgage,Business Account",0,0,1,1,286.58570073563294,14,0,24.408638015164946,9.71679720361426,0,N/A
CUST12967,54,Female,London,228,611,49411.92977471851,3,"Mortgage,Savings Account,Investment",0,1,0,1,47.55790922668255,15,1,49.852735721529385,4.269786614429269,0,N/A
CUST12968,26,Male,South East,144,590,34621.11951239021,3,"Personal Loan,Investment,Credit Card",0,0,1,0,12.27218658241055,13,0,30.988948279314545,12.188207097513192,0,N/A
CUST12969,35,Female,Wales,45,634,22340.556482285097,1,Investment,0,0,0,0,359.9017032733161,24,0,16.1741231675241,18.492096522369625,0,N/A
CUST12970,57,Female,Northern Ireland,58,691,36553.2565585241,3,"Insurance,Investment,Current Account",1,0,0,0,52.03713465910463,18,0,42.134722137026884,5.684462392003368,0,N/A
CUST12971,40,Female,East Midlands,182,739,30067.841525374035,3,"Credit Card,Investment,Business Account",0,0,1,0,109.43071405333937,18,0,27.53019224654647,4.733669637217994,0,N/A
CUST12972,58,Male,London,151,587,54568.52583598942,3,"Personal Loan,Investment,Mortgage",0,0,0,1,189.98543128227033,18,1,8.363633675560632,5.3591289079996605,1,Better Offer Elsewhere
CUST12973,82,Female,London,153,632,47596.39921573464,4,"Personal Loan,Insurance,Business Account,Savings Account",0,1,0,0,248.11639845218053,19,0,29.14236417996279,2.019679193063577,0,N/A
CUST12974,50,Female,Yorkshire,5,593,25530.009831076422,5,"Investment,Savings Account,Current Account,Business Account,Personal Loan",1,1,0,0,97.05593876341341,11,1,7.625929106383124,11.916370725744125,0,N/A
CUST12975,22,Male,South East,132,567,49425.28498024685,2,"Current Account,Savings Account",1,1,0,0,120.55603349431786,13,0,8.373557293880449,4.461444396881,0,N/A
CUST12976,77,Male,London,185,631,47556.92633737525,2,"Personal Loan,Credit Card",0,0,1,0,128.3649961626892,9,0,23.790468554793655,13.196942353112826,0,N/A
CUST12977,69,Male,South East,45,804,75485.22971188101,2,"Business Account,Personal Loan",0,0,0,0,73.5327398206797,11,1,9.233392019540585,2.9646773811659073,0,N/A
CUST12978,45,Male,North West,120,714,44908.57506643819,4,"Investment,Credit Card,Insurance,Current Account",1,0,1,0,155.85383277247405,14,0,18.119028223624035,2.1875549015725673,0,N/A
CUST12979,63,Male,Yorkshire,118,636,50615.062118210226,2,"Credit Card,Savings Account",0,1,1,0,136.69285148769882,17,0,12.140008901044325,2.640888737332006,0,N/A
CUST12980,28,Male,London,16,692,38251.669441635044,3,"Personal Loan,Savings Account,Current Account",1,1,0,0,139.9777609664825,13,0,68.08811114469276,4.112124362724478,0,N/A
CUST12981,84,Male,South West,147,690,22911.21622627522,1,Personal Loan,0,0,0,0,31.068287168552324,17,0,0.7485044517414396,3.3829636644694867,0,N/A
CUST12982,52,Male,South East,161,579,46700.11943337109,2,"Personal Loan,Insurance",0,0,0,0,127.41259851231467,10,0,3.716641236072315,5.841694292651959,0,N/A
CUST12983,63,Female,South West,149,647,36252.465004988364,3,"Mortgage,Insurance,Current Account",1,0,0,1,54.24289220450775,10,0,2.780133294828719,4.1141005461384745,0,N/A
CUST12984,83,Male,Wales,104,798,46480.78588235891,3,"Business Account,Investment,Current Account",1,0,0,0,79.91358294282257,14,0,13.72824039199811,3.778856147410972,0,N/A
CUST12985,53,Male,London,100,850,79600.75636206906,2,"Current Account,Investment",1,0,0,0,236.0997745466966,11,0,27.370475636207658,0.5655525491611266,0,N/A
CUST12986,62,Male,East Midlands,146,602,23302.21826571831,4,"Savings Account,Mortgage,Personal Loan,Investment",0,1,0,1,173.12229882310044,18,0,11.126735265599956,4.412337409824183,0,N/A
CUST12987,69,Male,South East,131,580,34226.99356386123,3,"Savings Account,Credit Card,Mortgage",0,1,1,1,389.9266666923028,8,0,37.083728530476044,1.3992748668188348,0,N/A
CUST12988,69,Female,London,56,681,53578.71820200812,1,Savings Account,0,1,0,0,89.14191887084652,17,0,16.2549886704757,6.585882855601438,0,N/A
CUST12989,28,Male,London,102,623,28524.96955779275,2,"Investment,Business Account",0,0,0,0,287.22849639307753,18,0,15.321080300426482,2.3301402306384804,0,N/A
CUST12990,51,Male,North West,22,730,53251.22037431194,5,"Mortgage,Savings Account,Current Account,Personal Loan,Insurance",1,1,0,1,89.43385741407832,11,1,20.01885332270537,6.549204340509288,0,N/A
CUST12991,27,Female,North West,160,730,22835.44399487335,3,"Personal Loan,Credit Card,Current Account",1,0,1,0,14.733926371784706,15,0,11.727316428647692,4.24721836257027,0,N/A
CUST12992,52,Male,Scotland,65,666,43296.87041592599,5,"Credit Card,Personal Loan,Current Account,Mortgage,Investment",1,0,1,1,122.02911201577575,24,1,34.37437030741221,4.720129946261622,0,N/A
CUST12993,48,Female,East Midlands,233,563,53742.53924101718,3,"Investment,Business Account,Insurance",0,0,0,0,266.10165305392565,14,0,42.8868855101258,2.069138068295861,0,N/A
CUST12994,71,Male,Yorkshire,233,609,45041.660364785545,2,"Credit Card,Business Account",0,0,1,0,292.29923829986683,17,0,29.316973704952137,4.17436629354789,0,N/A
CUST12995,58,Male,London,98,664,40578.19371520044,3,"Credit Card,Savings Account,Current Account",1,1,1,0,36.07392359076743,17,0,91.57147283863806,6.037619611949191,0,N/A
CUST12996,61,Female,South West,140,631,26468.651497769988,3,"Mortgage,Savings Account,Business Account",0,1,0,1,98.47112636953091,17,0,26.151307313259316,8.189316472363966,0,N/A
CUST12997,69,Male,Scotland,45,595,54656.77045002041,2,"Business Account,Credit Card",0,0,1,0,76.95006812405032,8,0,2.8606660891783973,6.0372906247570866,0,N/A
CUST12998,21,Male,South East,2,850,27797.335100611584,3,"Personal Loan,Investment,Business Account",0,0,0,0,254.6608261757713,12,0,42.66350662115697,5.6608321108665365,0,N/A
CUST12999,48,Male,London,129,501,15000.0,4,"Current Account,Credit Card,Personal Loan,Mortgage",1,0,1,1,30.054590674058147,22,0,90.25698236307223,5.063329507383343,0,N/A
CUST13000,27,Male,South East,110,626,33655.478190881295,3,"Savings Account,Mortgage,Personal Loan",0,1,0,1,50.282287832825595,21,2,33.344412328399294,8.321998154514546,0,N/A
CUST13001,19,Female,South East,145,754,60714.004928606446,3,"Investment,Credit Card,Insurance",0,0,1,0,79.99668318793505,6,0,40.087947146937104,4.0830887529519835,0,N/A
CUST13002,28,Female,South East,20,704,39053.781997936654,3,"Credit Card,Mortgage,Savings Account",0,1,1,1,113.8699330427234,20,0,6.640054968665538,0.7641382905903069,0,N/A
CUST13003,18,Male,London,84,497,59604.02878163203,5,"Insurance,Credit Card,Business Account,Mortgage,Personal Loan",0,0,1,1,298.30783506971403,16,1,11.084700403525153,8.267574829511211,0,N/A
CUST13004,51,Male,West Midlands,56,695,49566.099500680604,3,"Current Account,Insurance,Personal Loan",1,0,0,0,353.2809289330989,18,0,35.333803374098366,5.589507355060016,0,N/A
CUST13005,25,Female,South East,183,638,38394.505822527506,4,"Current Account,Investment,Insurance,Business Account",1,0,0,0,95.20462680445577,20,0,11.080538561338571,2.7377120053704513,0,N/A
CUST13006,35,Female,London,14,702,23615.0979505314,3,"Credit Card,Mortgage,Personal Loan",0,0,1,1,136.0962037351276,10,0,5.219711804846471,1.0520587466253075,0,N/A
CUST13007,32,Female,Yorkshire,47,539,25266.403560093666,5,"Investment,Mortgage,Insurance,Business Account,Current Account",1,0,0,1,60.47477972307962,13,1,49.845494930784675,0.9236563017109378,0,N/A
CUST13008,71,Female,South East,106,587,15000.0,3,"Credit Card,Investment,Business Account",0,0,1,0,182.855056476102,11,1,9.54216949030459,3.396473396093513,0,N/A
CUST13009,65,Male,East of England,41,532,64682.88441749101,4,"Investment,Current Account,Credit Card,Mortgage",1,0,1,1,109.68124449433168,16,0,68.1778928316931,1.95049824730799,0,N/A
CUST13010,47,Female,North West,185,573,55924.59893204154,4,"Personal Loan,Current Account,Savings Account,Mortgage",1,1,0,1,222.39934994984728,21,0,15.384301999470654,9.533384661219687,0,N/A
CUST13011,75,Female,North West,57,693,25403.65478515862,3,"Credit Card,Investment,Savings Account",0,1,1,0,168.70411411253917,10,0,57.551944589583364,4.060974064740608,0,N/A
CUST13012,48,Female,North West,51,642,56553.225285689434,4,"Business Account,Insurance,Mortgage,Credit Card",0,0,1,1,48.228008800604925,9,0,6.271096160312418,1.9264581292528224,0,N/A
CUST13013,66,Male,West Midlands,163,619,59382.59388570617,1,Current Account,1,0,0,0,249.88903954722764,12,0,12.239735387480756,2.3198275724478057,0,N/A
CUST13014,52,Male,London,80,703,50351.69179980144,3,"Personal Loan,Investment,Current Account",1,0,0,0,62.12481434372404,24,1,48.66806360219668,5.489305684512948,0,N/A
CUST13015,37,Female,South East,22,553,36479.50963773197,4,"Business Account,Credit Card,Insurance,Investment",0,0,1,0,256.468776868789,16,0,8.546957781527539,3.6663304791631237,0,N/A
CUST13016,26,Male,East of England,161,596,43790.11464438423,2,"Insurance,Business Account",0,0,0,0,191.47827607718267,12,0,11.51904433382304,1.5352737462886537,0,N/A
CUST13017,55,Male,London,143,704,30700.240189398017,2,"Investment,Business Account",0,0,0,0,37.10505020889215,13,0,72.33420259357726,2.0239504981235745,0,N/A
CUST13018,68,Male,North West,171,783,60637.951736176634,4,"Savings Account,Investment,Business Account,Mortgage",0,1,0,1,58.91249960378114,14,0,18.064510963826987,1.8118862300434149,0,N/A
CUST13019,78,Female,East of England,147,688,50274.913069663045,2,"Savings Account,Mortgage",0,1,0,1,146.03437580374919,19,0,16.406935597450342,0.28677692059701587,0,N/A
CUST13020,47,Male,South West,223,652,128492.98717942697,1,Investment,0,0,0,0,50.607607196994906,10,0,9.95286387669705,2.557827599160956,0,N/A
CUST13021,64,Female,South East,11,685,15000.0,3,"Insurance,Credit Card,Business Account",0,0,1,0,111.2335180474368,16,1,32.9782974479395,0.8712169748227503,0,N/A
CUST13022,55,Female,South East,75,784,50958.68357639463,3,"Current Account,Investment,Business Account",1,0,0,0,162.90262688290525,12,2,4.655771586932507,1.193964428720276,0,N/A
CUST13023,78,Female,London,31,662,63171.185517983504,3,"Mortgage,Insurance,Credit Card",0,0,1,1,196.29205578328427,14,0,12.748675762180255,5.976566290453969,0,N/A
CUST13024,46,Male,Yorkshire,35,707,50975.47799512219,5,"Mortgage,Current Account,Credit Card,Savings Account,Business Account",1,1,1,1,45.021457573095844,19,1,29.748104905658913,5.215528483582559,0,N/A
CUST13025,27,Female,West Midlands,164,811,39184.80716483245,3,"Insurance,Personal Loan,Current Account",1,0,0,0,110.37989796202093,12,0,36.38782746588558,3.281983287723924,0,N/A
CUST13026,71,Female,East of England,9,782,40252.21634869932,2,"Savings Account,Business Account",0,1,0,0,70.93821149234782,9,0,35.12181382764315,12.805294643709262,0,N/A
CUST13027,28,Male,South East,48,811,58715.75175311347,3,"Credit Card,Personal Loan,Insurance",0,0,1,0,149.01961213119495,16,1,9.600363948100355,0.43791844156583726,0,N/A
CUST13028,20,Female,East of England,136,658,37671.48794411061,5,"Mortgage,Investment,Personal Loan,Credit Card,Business Account",0,0,1,1,129.93034945256457,25,0,26.715650293545725,2.145046690454713,0,N/A
CUST13029,68,Female,London,191,693,48480.338468769,4,"Business Account,Credit Card,Insurance,Savings Account",0,1,1,0,117.17480289380163,21,0,13.029280998072142,4.883959580066966,0,N/A
CUST13030,80,Male,West Midlands,190,728,51268.40543338107,3,"Personal Loan,Savings Account,Insurance",0,1,0,0,142.93496304678987,21,0,22.093194844564465,7.278622537749956,0,N/A
CUST13031,23,Male,London,150,640,72877.89927215707,2,"Insurance,Investment",0,0,0,0,58.933796795258594,17,0,17.04994876621997,1.8142801967802415,0,N/A
CUST13032,34,Female,West Midlands,93,561,149327.81395914088,4,"Personal Loan,Savings Account,Current Account,Credit Card",1,1,1,0,98.24624715998164,12,0,15.770164019735635,5.298970404823633,0,N/A
CUST13033,65,Female,West Midlands,86,566,21397.18732254194,3,"Insurance,Savings Account,Credit Card",0,1,1,0,51.265516034494915,10,1,8.980564515986464,10.891327326235166,0,N/A
CUST13034,48,Male,West Midlands,181,613,46057.79438659856,4,"Investment,Business Account,Personal Loan,Savings Account",0,1,0,0,192.91563714614608,24,0,12.810818850487346,7.314193195851566,0,N/A
CUST13035,30,Female,London,232,509,28852.010480437126,2,"Current Account,Business Account",1,0,0,0,168.09228105079427,22,0,19.898297908201563,2.9397859437318936,0,N/A
CUST13036,26,Female,Wales,122,568,43815.612375586956,3,"Credit Card,Current Account,Business Account",1,0,1,0,64.73309472316794,15,0,27.603741977183574,6.3129479338826835,0,N/A
CUST13037,42,Male,North West,126,638,55126.62692386205,3,"Credit Card,Mortgage,Insurance",0,0,1,1,124.25533630564306,28,0,49.17176136836494,6.578150724634467,0,N/A
CUST13038,78,Female,South East,230,715,32281.98006140157,3,"Mortgage,Current Account,Credit Card",1,0,1,1,10.39600137079933,20,1,9.319256485852824,4.05738947480922,0,N/A
CUST13039,18,Female,London,93,685,51038.30400046638,4,"Investment,Personal Loan,Mortgage,Savings Account",0,1,0,1,233.33001432685458,18,1,7.558188336768642,3.6060944509771495,0,N/A
CUST13040,47,Female,London,161,622,37515.02794314629,4,"Savings Account,Mortgage,Business Account,Personal Loan",0,1,0,1,272.11171163698265,13,0,40.75452391856854,8.67119942331287,0,N/A
CUST13041,44,Male,South East,83,736,53401.90482223467,4,"Savings Account,Current Account,Insurance,Personal Loan",1,1,0,0,280.68889208213875,19,0,11.35113073690706,6.703521186212072,0,N/A
CUST13042,67,Female,East of England,22,566,47185.70890908504,2,"Investment,Business Account",0,0,0,0,283.3059186773565,15,0,20.093348320225168,4.69086516185721,0,N/A
CUST13043,44,Female,South West,156,587,57658.16608318926,3,"Business Account,Investment,Insurance",0,0,0,0,106.25288419191715,16,0,10.102395586595222,1.577462377618002,0,N/A
CUST13044,50,Male,South East,85,687,33913.36245236726,1,Business Account,0,0,0,0,180.57026945583354,5,0,31.51576868868638,1.14114301243416,0,N/A
CUST13045,19,Female,East Midlands,67,754,41734.52083852311,4,"Savings Account,Business Account,Insurance,Investment",0,1,0,0,135.24240970433797,8,1,1.9513881109999642,4.857995753770579,0,N/A
CUST13046,66,Male,East of England,32,505,22002.63034258158,2,"Credit Card,Investment",0,0,1,0,38.19037955261901,20,0,27.42628322888196,3.667042266774035,0,N/A
CUST13047,61,Male,Scotland,176,618,49296.18627277468,2,"Personal Loan,Mortgage",0,0,0,1,137.8624912431013,15,0,13.522868726707323,1.8501754270941313,0,N/A
CUST13048,74,Female,East Midlands,130,550,67904.12231111391,4,"Business Account,Credit Card,Savings Account,Investment",0,1,1,0,26.356774175970177,13,0,34.83906702796757,10.246415950359957,0,N/A
CUST13049,79,Female,London,96,498,36481.5999048602,4,"Credit Card,Personal Loan,Savings Account,Mortgage",0,1,1,1,62.77614551577214,9,1,25.585797908614516,4.749121575575666,0,N/A
CUST13050,66,Male,West Midlands,174,666,38736.786653689705,5,"Credit Card,Business Account,Savings Account,Investment,Insurance",0,1,1,0,215.58691329567054,10,0,13.68314899191547,0.5160002568358244,0,N/A
CUST13051,48,Male,South East,238,704,33951.90766838355,4,"Current Account,Mortgage,Investment,Savings Account",1,1,0,1,80.95763085773326,11,0,10.362002517339825,1.0452948620617997,0,N/A
CUST13052,53,Female,London,148,626,44507.231353860276,2,"Business Account,Savings Account",0,1,0,0,200.5591502658659,13,0,12.970143680756753,7.455540733071566,0,N/A
CUST13053,23,Male,South West,143,666,34795.51129800725,2,"Insurance,Personal Loan",0,0,0,0,161.80367274367018,13,0,31.071739198653177,3.96081459754627,0,N/A
CUST13054,52,Female,East Midlands,222,611,17038.590961119568,5,"Business Account,Current Account,Investment,Credit Card,Savings Account",1,1,1,0,36.060011802413854,21,0,22.128857394261544,4.799292799349203,0,N/A
CUST13055,55,Female,East Midlands,231,589,40823.10145406353,3,"Insurance,Business Account,Credit Card",0,0,1,0,190.6818563677625,20,0,23.919559671694742,5.107220265872345,0,N/A
CUST13056,66,Male,East Midlands,138,610,30140.289055746754,3,"Credit Card,Insurance,Business Account",0,0,1,0,120.92780576215,15,0,14.660450548811028,3.44359145229795,0,N/A
CUST13057,28,Female,North West,190,574,38847.36458665142,2,"Investment,Insurance",0,0,0,0,150.07208052204604,13,0,20.214482765726324,10.61602761102841,0,N/A
CUST13058,61,Male,London,164,479,36664.455600119625,2,"Personal Loan,Current Account",1,0,0,0,106.18818122262199,9,0,23.132330854059525,5.501158017441129,0,N/A
CUST13059,66,Male,East Midlands,27,584,40629.787531369526,3,"Savings Account,Personal Loan,Current Account",1,1,0,0,159.15580631447818,24,0,21.88880381998723,2.2601462606030887,0,N/A
CUST13060,60,Male,South West,177,513,97786.41003180422,4,"Current Account,Mortgage,Savings Account,Credit Card",1,1,1,1,133.25014793002572,23,1,7.280009718452115,1.1468086624573062,0,N/A
CUST13061,54,Male,North West,175,621,72709.63941069743,4,"Insurance,Personal Loan,Business Account,Investment",0,0,0,0,119.5310190025803,17,1,20.15204265959192,6.174176052180783,0,N/A
CUST13062,53,Female,London,75,744,20685.43812322244,3,"Current Account,Business Account,Mortgage",1,0,0,1,40.028507386580664,20,0,24.696808135682986,7.52843858849667,0,N/A
CUST13063,68,Male,South East,92,686,66380.68822688126,3,"Investment,Mortgage,Credit Card",0,0,1,1,169.47473362201947,12,0,4.336321298563426,3.8464425908499154,0,N/A
CUST13064,27,Male,North West,67,679,34402.265160956726,4,"Insurance,Savings Account,Personal Loan,Current Account",1,1,0,0,491.8917939597785,15,2,17.915863121250297,9.921236546114203,0,N/A
CUST13065,84,Female,Wales,37,660,23801.658104627582,1,Mortgage,0,0,0,1,140.43418903205435,16,0,57.72866327357934,1.2609116672076568,0,N/A
CUST13066,21,Female,London,55,575,23760.990177125306,3,"Personal Loan,Savings Account,Business Account",0,1,0,0,196.38228754552654,10,0,42.77543554099017,8.987753433162663,0,N/A
CUST13067,44,Male,North West,22,537,45626.176712108936,3,"Business Account,Mortgage,Credit Card",0,0,1,1,70.34255852745258,10,2,45.71499652841389,11.300603898606251,0,N/A
CUST13068,27,Female,Yorkshire,93,698,33834.742676882066,4,"Mortgage,Current Account,Business Account,Personal Loan",1,0,0,1,129.24926202143888,12,0,22.65201168692762,6.728636690885747,0,N/A
CUST13069,19,Female,South East,42,746,36686.50979954679,3,"Investment,Savings Account,Mortgage",0,1,0,1,148.87535493199155,13,0,7.556580365953311,3.36113522715688,0,N/A
CUST13070,41,Female,London,1,726,42131.9242173741,1,Savings Account,0,1,0,0,263.1616359973139,21,1,62.3240652676195,3.8009846794525695,0,N/A
CUST13071,37,Female,London,20,648,24829.03671229679,4,"Insurance,Current Account,Savings Account,Credit Card",1,1,1,0,116.62997057516401,10,1,21.237615931747744,3.626439522287839,0,N/A
CUST13072,54,Male,Scotland,82,631,21839.158729233524,3,"Personal Loan,Insurance,Mortgage",0,0,0,1,367.4569373328433,17,0,9.29473476335663,2.138813660910503,0,N/A
CUST13073,49,Female,London,21,544,22160.415763808225,3,"Investment,Mortgage,Business Account",0,0,0,1,104.42898520535105,10,0,7.518063722199926,5.56386911857678,0,N/A
CUST13074,49,Male,South West,120,550,20785.738103208685,3,"Personal Loan,Business Account,Mortgage",0,0,0,1,34.07137916523949,23,1,13.27880287846559,1.7663043930864024,0,N/A
CUST13075,39,Female,East of England,105,794,15000.0,1,Investment,0,0,0,0,172.8052372553818,16,0,3.838625117852761,2.788446598865242,0,N/A
CUST13076,27,Male,South East,22,660,69518.3023763967,3,"Mortgage,Business Account,Insurance",0,0,0,1,39.14242618178047,25,0,1.14324254327217,6.5284139284687654,0,N/A
CUST13077,19,Male,North West,212,579,16240.303045774863,3,"Business Account,Investment,Savings Account",0,1,0,0,91.42057131961226,4,0,8.473107000745202,10.375248703710685,0,N/A
CUST13078,49,Female,West Midlands,6,659,59493.34997193127,1,Business Account,0,0,0,0,50.66809878093278,17,0,47.08040693060211,3.182350269302148,0,N/A
CUST13079,63,Male,South East,49,850,24938.73288642817,1,Current Account,1,0,0,0,30.27639768538049,20,0,14.125763489711698,4.130723199395158,0,N/A
CUST13080,21,Male,London,143,728,55552.245672837074,2,"Credit Card,Savings Account",0,1,1,0,292.50103570970884,11,0,8.691156697814314,7.843752443646938,0,N/A
CUST13081,58,Male,Scotland,107,560,21101.76396059077,2,"Current Account,Savings Account",1,1,0,0,181.45333696410896,28,0,29.646464288658798,6.990335589031576,0,N/A
CUST13082,58,Female,London,152,745,17788.245658461103,2,"Mortgage,Current Account",1,0,0,1,43.25231403236958,18,0,3.013888398185518,16.357790231296406,0,N/A
CUST13083,18,Female,South East,200,805,85238.15270460852,2,"Business Account,Mortgage",0,0,0,1,112.33673822996768,17,1,13.365637291615762,1.649021034862699,0,N/A
CUST13084,31,Male,London,207,532,39010.40137539957,3,"Mortgage,Insurance,Credit Card",0,0,1,1,141.0274319405584,5,0,19.820516707291645,5.6558373696732955,0,N/A
CUST13085,76,Female,West Midlands,123,687,36173.373146398204,3,"Investment,Current Account,Credit Card",1,0,1,0,118.76128684402629,10,1,20.38239086080456,2.019845780703729,0,N/A
CUST13086,35,Male,East of England,170,573,33802.11033810455,1,Current Account,1,0,0,0,160.09494395127447,12,2,9.043431941689512,0.9729563470985667,0,N/A
CUST13087,82,Female,North West,3,720,36126.29980680452,3,"Business Account,Mortgage,Insurance",0,0,0,1,317.46782068709484,15,0,13.823837054184766,1.6536238093669002,0,N/A
CUST13088,34,Male,London,56,804,36919.67273419553,4,"Business Account,Credit Card,Investment,Current Account",1,0,1,0,132.85504260592035,22,0,6.805603758559765,7.442855638888123,0,N/A
CUST13089,67,Female,London,113,624,71792.66593850595,5,"Mortgage,Current Account,Business Account,Investment,Savings Account",1,1,0,1,65.19524646983817,20,0,13.523546077809854,9.001314093886037,0,N/A
CUST13090,55,Female,South East,197,850,61855.85701147335,3,"Personal Loan,Savings Account,Investment",0,1,0,0,41.073695818027474,15,0,28.930792965149784,6.2236095032423355,0,N/A
CUST13091,20,Male,London,209,730,51653.863098706155,3,"Personal Loan,Business Account,Insurance",0,0,0,0,47.637320293547674,12,0,45.15701789466405,7.323492493573216,0,N/A
CUST13092,36,Female,Yorkshire,109,649,15856.087583891689,2,"Credit Card,Personal Loan",0,0,1,0,59.59013881346054,22,0,2.746500640440547,11.15329674577087,0,N/A
CUST13093,19,Female,East Midlands,101,717,21826.95844021833,3,"Current Account,Personal Loan,Investment",1,0,0,0,180.4493469702997,8,0,14.947731722726129,5.208220020762287,0,N/A
CUST13094,23,Female,West Midlands,127,761,38469.368105398054,2,"Mortgage,Credit Card",0,0,1,1,118.61108617380253,22,0,11.550298273338525,6.3184172419651405,0,N/A
CUST13095,19,Female,North West,15,388,26484.54650615611,2,"Savings Account,Business Account",0,1,0,0,289.1642715233364,3,0,17.69351651840169,12.723023482641402,0,N/A
CUST13096,58,Female,Scotland,142,709,40742.306939393784,3,"Business Account,Insurance,Current Account",1,0,0,0,49.42432120901186,9,0,36.04352158404102,2.497283731723189,0,N/A
CUST13097,70,Female,South East,197,589,82018.19368238581,3,"Insurance,Current Account,Mortgage",1,0,0,1,135.6494025037147,13,1,11.413262637422529,10.732694886803989,0,N/A
CUST13098,59,Female,East Midlands,76,775,73231.97297798158,3,"Savings Account,Credit Card,Mortgage",0,1,1,1,117.8862878406078,11,0,4.7182002526673426,3.252181107121133,0,N/A
CUST13099,81,Female,North West,213,850,41740.136748049175,3,"Savings Account,Investment,Mortgage",0,1,0,1,199.6463151273103,8,0,31.87037727922116,11.633080608990197,0,N/A
CUST13100,33,Female,South West,44,627,31854.27866051835,2,"Mortgage,Current Account",1,0,0,1,154.6631577718315,14,1,2.273121300128339,8.979266277982303,0,N/A
CUST13101,45,Male,West Midlands,109,564,24542.767917981782,3,"Savings Account,Credit Card,Insurance",0,1,1,0,138.40495570675353,18,0,10.786289259243723,6.800829463488008,0,N/A
